nome,ano,nota,votos,descricao,generos
373. Mario Kart 8 Deluxe,2017,8.6,(4K),"An enhanced version of Mario Kart 8 (2014) for the Nintendo Switch. Includes all previous DLC, a revamped Battle Mode, the Inklings from Splatoon and returning fan-favorite characters like King Boo and Bowser Jr.","['Action', 'Fantasy', 'Sci-Fi']"
374. Ori and the Blind Forest,2015,8.6,(2.8K),"Ori fell from the Spirit Tree in the forest of Nibel during a storm and was adopted by a bear-like creature named Naru, who raised Ori as her own.","['Adventure', 'Fantasy']"
375. Donkey Kong Country 2: Diddy's Kong Quest,1995,8.6,(2.1K),"Kaptain K. Rool kidnaps Donkey Kong and imprisons him high atop Crocodile Isle. Diddy Kong and his friend Dixie Kong must brave pirate ships, volcanoes, swamps, demented theme parks and deep, dark forests to rescue the gormless gorilla.","['Action', 'Adventure']"
376. Warcraft II: Tides of Darkness,1995,8.6,(1.9K),"Real-time strategy game that follows the Humans who, after the Fall of Azeroth, join with Elves and Dwarves in an Alliance. In the Second War in the land of Lordaeron, the battle continues to the Dark Portal itself.",['Fantasy']
377. Resident Evil 4: Separate Ways,2023,8.6,(391),"The mission requires secrecy. Failure is not an option. Before Leon S. Kennedy had even set foot in that cursed village, she was there. Her mission? The retrieval of the cult's darkest secret-the Amber. Now she must deal with an unknown threat that is devouring her from within, an accomplice with a dark past and ulterior motives,and a chance reunion with the man she least expected-Leon S. Kennedy. Why did she accept this mission? And what path will she make for herself in the shadow of Leon's investigation into the abduction of the president's daughter? Play as Ada Wong in this additional scenario and experience the events of Resident Evil 4 from her perspective, filling in unanswered questions posed in the main story.","['Action', 'Adventure', 'Drama']"
378. Fatal Frame II: Crimson Butterfly,2003,8.6,(681),"Twin sisters try to escape a haunted village with the help of the Camera Obscura, a camera with the power to see the impossible.","['Adventure', 'Drama', 'Fantasy']"
379. BioShock Infinite: Burial at Sea - Episode One,2013,8.6,(2.6K),"1958. After the events of BioShock Infinite (2013) and on the eve of the civil war that will destroy the underwater city, Elizabeth goes to Rapture to find Booker DeWitt and offers him her help to investigate the disappearance of an orphan girl.","['Action', 'Adventure', 'Drama']"
380. Ico,2001,8.6,(1.9K),"On a distant island, there is a legend that anyone born with horns will bring about calamity. When such a boy is locked away in a fortress, he must work together with a girl named Yorda to flee before they can be claimed by the spirits.","['Adventure', 'Drama', 'Fantasy']"
381. WWE SmackDown! Here Comes the Pain,2003,8.6,(810),"Choose from up to 55 WWE superstars and wrestle with the 2003 roster. The game features real-life attributes of strength, submission, technique, speed and stamina for each wrestler.","['Action', 'Sport']"
382. Full Throttle,1995,8.6,(1.8K),"Framed for murdering a motorcycle magnate, a biker gang leader tries to clear his name and take revenge on the scheming businessman responsible.","['Action', 'Adventure', 'Crime']"
383. Black Mesa,2012,8.6,(1.1K),Scientist Gordon Freeman navigates through the titular research facility in New Mexico after a botched experiment.,"['Action', 'Horror', 'Sci-Fi']"
384. Cuphead: The Delicious Last Course,2022,8.6,(580),"The two brothers, Cuphead and Mugman are joined by Ms. Chalice for a DLC add-on adventure on a brand new island. Are you ready to take on a new cast of multi-faceted, screen-filling bosses to assist Chef Saltbaker in Cuphead's final challenging quest?","['Action', 'Adventure', 'Comedy']"
385. Banjo-Kazooie,1998,8.6,(2.1K),"The witch Gruntilda has captured Banjo's beloved sister, intending to leech the girl's youth and beauty through black magic and mad science. Banjo and Kazooie set out across nine worlds to get her back.","['Action', 'Adventure', 'Comedy']"
386. Metroid Dread,2021,8.6,(884),"Set after ""Metroid: Fusion (2002)"", bounty hunter Samus Aran investigates the source of a mysterious transmission on the planet ZDR where she faces a new robotic enemy.","['Action', 'Adventure', 'Horror']"
387. Dragon Quest XI: Echoes of an Elusive Age,2017,8.6,(637),"A young boy from a small town learns he is the chosen hero of Yggdrasil, the World Tree, and sets out on an adventure with colorful companions to save the land of Erdrea from an impending darkness.","['Adventure', 'Family', 'Fantasy']"
388. Celeste,2018,8.6,(1.8K),"While scaling a supernatural mountain in an attempt to salvage her self-respect, a depressed young woman is confronted by a doppelganger manifesting her doubts and fears.","['Action', 'Adventure', 'Comedy']"
389. Perfect Dark,2000,8.6,(1.7K),A female spy named Joanna Dark who received the highest grade ever from her spy training at Carrington Institute is sent to rescue a Doctor Caroll who sent a distress call to Carrington a few days before.,"['Action', 'Adventure', 'Sci-Fi']"
390. The Talos Principle 2,2023,8.6,(159),"Humanity as we know it has long gone extinct, but our culture lives on in a world inhabited by robots made in our image. Players embark on a quest to investigate a mysterious megastructure, and along the way they'll be confronted with questions about the nature of the cosmos, faith versus reason, and the fear of repeating humankind's mistakes.","['Adventure', 'Drama', 'Mystery']"
391. Xenoblade Chronicles: Definitive Edition,2020,8.6,(347),Join the fight between man and machine in the definitive edition of this critically-acclaimed RPG. Discover the origins of Shulk as he and his companions clash against a seemingly-unstoppable mechanical menace.,"['Action', 'Adventure', 'Drama']"
392. Toonstruck,1996,8.6,(387),Overworked animator Drew Blanc falls asleep and gets sucked into the world from his popular show. He must help the inhabitants stop Count Nefarious from turning their world into a twisted nightmare with his mutagen beam.,"['Adventure', 'Comedy']"
393. Crash Team Racing,1999,8.6,(2.3K),"In the fourth installment of the Crash Bandicoot series, an evil alien called Nitros Oxide challenges Crash, his friends, and even his enemies to a racing competition to see who is the fastest in the Universe.","['Action', 'Adventure', 'Family']"
394. Mario Kart 64,1996,8.6,(3.7K),"Nintendo 64 entry of the ""Mario Kart"" franchise that introduces, among other things, 3D graphics, 4-player mode and two new playable characters: Wario and Donkey Kong. In addition to the three Grand Prix classes, Mirror Mode is introduced.","['Action', 'Family', 'Fantasy']"
395. Ice Scream 8: Final Chapter,2023,8.6,(21),"Help the group of friends escape once and for all from Rod's factory and put an end to this frosty nightmare. Explore and rediscover classic factory locations. Help the group of friends solve puzzles and overcome terrifyingly fun mini-games to escape while running away from Rod and Evil Nun. Discover an adventure full of puzzles, chases and mysteries perfect for both new players and veterans of the saga. After rescuing Lis from the lab, all the friends are finally reunited in the control room. But the happiness doesn't last long, because Rod has discovered Charlie and has followed him to the control room, where they are locked in. Now they must find a way out of the control room and come up with a plan to escape from the factory once and for all.","['Action', 'Adventure', 'Horror']"
396. Duskwood,2019,8.6,(93),Found phone mystery thriller in which the player is trying to crack a kidnapping case with the help of a hacker. Tune in as drama unfolds.,"['Crime', 'Drama', 'Horror']"
397. Higurashi: When They Cry,2002,8.6,(117),"A sound novel containing four arcs, known as the 'Question Arcs'.","['Drama', 'Horror', 'Mystery']"
398. Pajama Sam: No Need to Hide When It's Dark Outside,1996,8.6,(238),"Fed up with his fear of the dark, Sam transforms himself into Pajama Sam, the world's youngest superhero, and resolves to confront Darkness.","['Adventure', 'Comedy', 'Family']"
399. Undertale Yellow,2023,8.6,(35),"When a child named Clover sets out on a mission, they find themself deep within the Underground. In this foreign land, monsters lurk around every corner, but are they friend or foe? In this full-length followup to the friendly RPG where nobody has to die, you decide how every encounter plays out, following the branching paths those decisions lead to. From unlikely allies to unlikely enemies, twists and turns will set Clover on a course towards an ultimate fate.","['Adventure', 'Comedy', 'Drama']"
400. Forza Horizon 3,2016,8.6,(1.1K),"Forza Horizon 3 is an open world racing game with 350 different cars, set in a fictional representation of Australia, and centers around a Horizon racing festival. The game enables cross-platform play for up to twelve players.","['Action', 'Adventure', 'Crime']"
401. Chrono Cross,1999,8.6,(1K),"For Serge, the truth is all too disturbing when he stumbles into another dimension, a dimension where he is long dead. Now the fate of two worlds hangs in the balance and Serge is the only hope.","['Action', 'Adventure', 'Drama']"
402. Snatcher,1988,8.6,(278),"Set in the mid-21st century, Gillian Seed and his trusty robot sidekick Metal Gear investigate the mysterious infiltration of deadly snatchers into the general population of Neo Kobe City.","['Action', 'Mystery', 'Sci-Fi']"
403. Serial Experiments Lain,1998,8.6,(40),"""Serial Experiments Lain"", a PS1 game based on an anime of the same title, allows you to explore multiple diaries in the digital world and uncover Lain's past with her therapist.","['Horror', 'Mystery', 'Sci-Fi']"
404. Vagrant Story,2000,8.6,(409),"Valendia is a land that had undergone civil war, the end of which had birthed the parliament and several organizations to control the balance of power. Ashley Riot is a Riskbreaker, an elite agent for the Valendia Knights of Peace (VKP) who is investigating some strange occurrences. A cult of religious fanatics known as Müllenkamp and their leader Sydney Losstarot have seized the manor of Duke Bardorba of Valendia Kingdom. The events at the manor have sent Ashley on a quest to get to the bottom of events, and travel into the catacombs that lead to the destroyed, yet magical city of Leá Monde. However Ashley is not the only person interested in the city, and other factions of the government, including parliament assigned Knights of the Crimson Blade and other VKP agents are pursuing their own agenda.","['Action', 'Adventure', 'Drama']"
405. Return of the Obra Dinn,2018,8.6,(564),"Return of the Obra Dinn is set aboard a fictional East India Company ghost ship whose crew and passengers have all mysteriously died, with the game's objective being to discover how.","['Fantasy', 'Mystery']"
406. Bounce Tales,2008,8.6,(26),"One day in Sky Bean Land, a little ball named Bounce notices that the colors around him seem to be disappearing. Bounce decided to go investigate..","['Action', 'Adventure', 'Comedy']"
407. To the Moon,2011,8.6,(942),Follows Dr. Eva Rosalene and Dr. Neil Watts (employed by Sigmund Corp.) as they fulfill the lifelong dream of the dying Johnny Wyles.,"['Adventure', 'Drama', 'Mystery']"
408. Ace Combat 5: The Unsung War,2004,8.6,(307),"15 years after the Belkan War, the Osean Wardog squadron finds itself in the center of an unexplained war with the formerly allied nation of Yuktobania.","['Action', 'Adventure', 'Drama']"
409. Sneaky Sasquatch,2019,8.6,(35),"The player plays as a Sasquatch, who lives near a campground, and is friends with local wildlife. These animals serve various different roles throughout the game (a raccoon serving as a shopkeeper, ducks doing construction, etc.). Gameplay initially revolves around stealing food from campers and hiding from park rangers. After obtaining human clothes, Sasquatch mingles among humans and participates in human activities, competes in sports, and even can get a bank account and get jobs like a doctor, police officer or an office executive.",
410. There Is No Game: Wrong Dimension,2020,8.6,(140),"There is no game. So don't go messing things up by clicking everywhere. You don't want to be kicked out of your video game world, do you? Of course not.","['Adventure', 'Comedy', 'Mystery']"
411. The House in Fata Morgana: A Requiem for Innocence,2015,8.6,(99),"A Requiem for Innocence is a companion to the visual novel ""The House in Fata Morgana."" It tells the tale of a young man dragged down by his ambitions and a girl both worshiped as a saint and maligned as a witch.","['Adventure', 'Drama', 'Horror']"
412. The Secret of Monkey Island: Special Edition,2009,8.6,(195),"Guybrush Threepwood, a young pirate-in-training sets out to pass the Three Trials presented by the pirates of Mêlée Island. He falls in love with the governess of Mêlée, Elaine Marley as he attempts to reach the fabled Monkey Island and vanquish the nefarious ghost pirate LeChuck.","['Adventure', 'Comedy', 'Fantasy']"
413. Twisted Metal 2,1996,8.6,(656),"Second game in the vehicular combat series, Twisted Metal: a demolition derby to be the last remaining player. Co-operative mode is introduced.","['Action', 'Crime', 'Fantasy']"
414. The Legend of Zelda: Link's Awakening,1993,8.6,(1.6K),"The ship in which Link travels back to Hyrule is destroyed in a storm. He awakens on a strange island, where he will find a new enemy and some new friends.","['Action', 'Adventure', 'Fantasy']"
415. The Godfather: The Don's Edition,2007,8.6,(385),"Set in New York from 1945-1955, Players will join the Corleone family as ""soldiers"" and work their way up the ranks through loyalty, fear, and any number of illegal activities. The goal is to become Don of your own mafia family.","['Crime', 'Drama']"
416. Jet Set Radio Future,2002,8.6,(320),"A group of graffiti spraying, roller blading, teens called, ""The GGs"", have to stop a mega corporate enterprise known as, ""The Rokkaku Group"" and their leader, ""Gouji Rokkaku"" who is the brand new mayor of a futuristic Tokyo. He plans to take away freedom of expression and speech as mayor of Tokyo. And it's up to ""The GGs"" to stop him from doing so.","['Action', 'Family', 'Sport']"
417. Steins;Gate Elite,2018,8.6,(197),A port of the original Steins;Gate (2009) that replaces the artwork from previous releases with repurposed FMV footage from the Steins;Gate (2011) anime adaptation.,"['Comedy', 'Drama', 'Romance']"
418. Katamari Damacy,2004,8.6,(410),"Playing as the royal son of the Prince of All Cosmos, you are sent to Earth with orders to roll its contents into several oddly-shaped balls to be used as replacements for the missing stars and constellations in the sky.","['Action', 'Adventure', 'Fantasy']"
419. Under a Killing Moon,1994,8.6,(359),"In the year 2042, a clumsy noir gumshoe named Tex Murphy must stop a cult of religious fanatics who plan to destroy the human race.","['Adventure', 'Comedy', 'Crime']"
420. Scary Teacher 3D,2017,8.6,(40),,"['Action', 'Comedy', 'Horror']"
421. Claw,1997,8.6,(226),"Claw is a pirate cat who has to find his crew, get revenge on the Cocker Spaniards and find the 9 lives amulet while getting into many misadventures.","['Action', 'Adventure', 'Comedy']"
422. The Legend of Dragoon,1999,8.6,(586),"When the clash of swords echo, the journey chasing the past ends and the journey to know today begins. A group of warriors led by Dart Feld are caught in a war between Endiness' nations.","['Action', 'Adventure', 'Fantasy']"
423. The Binding of Isaac: Repentance,2021,8.6,(226),"In this final DLC to The Binding of Isaac Rebirth, Experience the modern classic like you've never seen it before. Taking Isaac to new heights, As the brave boy descends into the basement for his greatest challenge yet.","['Action', 'Adventure', 'Fantasy']"
424. World of Warcraft: The Burning Crusade,2007,8.6,(77),"First expansion set for ""World of Warcraft (2004)"". The Doom Lord Kazzak reopens the Dark Portal to Outland, flooding Azeroth with the ravenous demons of the Burning Legion.","['Action', 'Adventure', 'Fantasy']"
425. Embodiment of Scarlet Devil,2002,8.6,(91),A shrine maiden and a cocky magician must find the culprit when summer is spoiled by a red mist.,"['Action', 'Adventure', 'Fantasy']"
426. Rome: Total War,2004,8.6,(1.9K),"Rome: Total War is a strategy game set during the mid and late Roman Republic and early Roman Empire, with the player assuming control of one of three Roman families.","['Action', 'Adventure', 'War']"
427. Metal Gear Solid: Master Collection Vol. 1,2023,8.6,(50),"The origin of stealth action returns. METAL GEAR SOLID: MASTER COLLECTION Vol. 1 unifies the beginning of the METAL GEAR gameplay experience in one single package. Infiltrate enemy fortresses all over the globe, complete your missions with stealth and experience the thrilling cinematic story of the METAL GEAR series. Volume 1 line-up features the original titles and beginning of the METAL GEAR series, including the original versions of Metal Gear and Metal Gear 2: Solid Snake, Metal Gear Solid (which also includes VR Missions/Special Missions), and the HD Collection versions of Metal Gear Solid 2: Sons of Liberty and Metal Gear Solid 3: Snake Eater. Each main title in the line-up will also include an exclusive digital Screenplay Book and Master Book that details the story and characters in that game. This collection includes the classic versions of the games, complete with only minimal edits to copyrighted contents. Those who purchase Volume 1 will also have access to a variety of bonus content including the two regional versions of Metal Gear, the original version of Snake's Revenge, the first and second Digital Graphic Novels in video form, and a digital soundtrack.","['Action', 'Sci-Fi']"
428. Pokémon LeafGreen Version,2004,8.6,(1.1K),A Pokémon trainer adventures through the Kanto Region to achieve their destiny of becoming a Pokemon Champion.,"['Action', 'Adventure', 'Fantasy']"
429. Deus Ex: Human Revolution - Director's Cut,2013,8.6,(288),"The year is 2027. It is a time of great innovation and technological advancement. It is also a time of chaos and conspiracy. Corporations have more power than the government. Everyone is fighting for power, for control. Adam Jensen wakes up, after a brutal attack at Sarif Industries, where his lover goes missing. He finds himself with cybernetic limbs, and enhancements in his body, that he never asked for. His life turned upside down, is a reflection of the state of the world, as secret societies rule the world from behind the scenes. Adam now enhanced, with an understanding of the shadow figures who pull the strings, he sets out to reveal the truth behind what is happening in our world.","['Action', 'Adventure', 'Drama']"
430. World of Warcraft: Wrath of the Lich King,2008,8.6,(101),"Second expansion set for ""World of Warcraft (2004)"". In the wake of the Sunwell's purification, Warchief Thrall deploys an expedition force to Northrend led by Overlord Garrosh Hellscream to stop the assault of the undead Scourge.",['Action']
431. Faith: The Unholy Trinity,2022,8.6,(89),"After an exorcist goes horribly wrong at a secluded Connecticut home, a young priest returns to the cursed house a year later to finish what he started.",['Horror']
432. Dark Earth,1997,8.6,(53),"Dark Earth is set in a post-apocalyptic society in the 21st century shaped by the fact that the Earth no longer receives the sun's rays due to meteor collisions. In a few areas light breaks through the dust clouds, creating oases for human settlements or ""stallites"" to flourish. The cities of the survivors have regressed to roughly a medieval state of sophistication, strongly determined by religious rituals and routines, although everywhere there are ruins and functional pieces of technology indicating the remains of an equivalent to present-day society. For some reason the darkness mutates humans exposed to it, turning them into bizarre, hostile mutants. Light is worshipped as a godlike being in Dark Earth's stallites, and the priests are the leaders of their communities. The protagonist is Arkhan, a protector of the priests, who is poisoned in a conspiratorial attack and begins to transform into a dark creature. The rest of the game revolves around finding a cure for his mutation and find out why he was attacked in a race against time.","['Action', 'Fantasy', 'Sci-Fi']"
433. Pikmin 4,2023,8.6,(224),"Meet Pikmin: small, plantlike creatures with distinct abilities that you can grow, pluck, guide, and overpower enemies with. Use your Pikmin's miniature might to explore this mysterious planet in search of your crew and treasure.","['Action', 'Adventure', 'Family']"
434. Grim Fandango: Remastered,2015,8.6,(1.2K),A travel agent in the Land of the Dead stumbles across crime and corruption within his business.,"['Adventure', 'Comedy', 'Crime']"
435. CKG City,2023,8.6,(23),"CKG city is a wonderful city, where for every 1 square meter, 1 person eats copper candy, every day you can hear gunshots instead of rice, just go out and look at the cars, out of 10 cars, 11 of them will collide.","['Action', 'Comedy', 'Drama']"
436. Desperados: Wanted Dead or Alive,2001,8.6,(283),"New Mexico, 1881. When many trains are being robbed by a mysterious and vicious bandit named El Diablo. The railroad company Twinnings and Co offers $15,000 to the one who can stop El Diablo. Bounty hunter John Cooper accepts the task.","['Action', 'Adventure', 'Western']"
437. Spy Fox in 'Dry Cereal',1997,8.6,(105),"William The Kid has stolen all the dairy cows in an effort to take over the dairy industry. SPY Corp has sent their top agent, Spy Fox to stop William's plan of dairy destruction. Monkey Penny (who gives Spy Fox important clues), Professor Quack (gives Spy Fox his inventions) Walter Wireless (who helps Spy Fox track down William The Kid's hidden fortress) and Mata Hairy (who gives Spy Fox the passwords) help out Spy Fox on his mission. Along the way he meets villians Artemis J. Bigpig (villainous ""go fish"" player), Russian Blue (seductive owner of the SS Deadweight), and Hong Kong Doodle (NOG's top martial arts master) and of course, William The Kid himself. Set in the Greek island of Asodopolos, Spy Fox gets clues from the inhabitants of the island, and aboard the suspicious SS Deadweight. It's up to Spy Fox to stop William's plans to make dairy milk go bad.","['Action', 'Adventure', 'Comedy']"
438. Civilization IV,2005,8.6,(1.6K),"Fourth installment in the turn-based strategy series Civilization, adding new tools to manage and expand your civilization, all-new easy to use mod capabilities and intense multiplayer modes and options.",
439. Zero Escape Volume 2: Virtue's Last Reward,2012,8.6,(293),"College Student Sigma is kidnapped and taken to a underground bunker, where he is forced to play a deadly variant of the prisoners dilemma against 8 others in order to win his freedom.","['Adventure', 'Horror', 'Mystery']"
440. No One Lives Forever 2: A Spy in H.A.R.M.'s Way,2002,8.6,(550),"At the end of the 60's, Cate Archer is once against called upon to battle the H.A.R.M. organization, which has developed a deadly virus that could allow them to rule the world!","['Action', 'Adventure', 'Comedy']"
441. The Journeyman Project 3: Legacy of Time,1998,8.6,(103),"Temporal agent Gage Blackwood must take one final trip through time and visit Atlantis, Shangri La and El Dorado to find an artifact called the Legacy of Time and stop an alien invasion. His A.I. bud Arthur joins him once again.","['Adventure', 'Sci-Fi']"
442. Quest for Glory I: So You Want to Be a Hero,1992,8.6,(110),"Do you want to be a hero? If so, then there is a good job waiting for you! Here is the little town of Spielburg, populated mostly by beer-drinking humans and some centaurs who like working in the field. Spielburg is surrounded by forests and mountains, where all kinds of weird creatures dwell: ogres, goblins, talking foxes, stupid magicians, and others. Lately, Spielburg has been assaulted by brigands. The town has everything it needs, except a strong, brave hero that would protect it.",['Adventure']
443. Lunar: The Silver Star,1992,8.6,(196),"From the village of Burg, a teenager named Alex sets out to become the fabled guardian of the goddess Althena...the Dragonmaster. Along with his girlfriend Luna, and several friends they meet along the journey, they soon discover that the happy world of Lunar is on the verge of Armageddon. As Dragonmaster, Alex could save it. As a ruthless and powerful sorceror is about to play his hand, will Alex and company succeed in their quest before all is lost? And is his girlfriend Luna involved in these world shattering events? Play along and find out.","['Action', 'Adventure', 'Comedy']"
444. Dune II: The Building of a Dynasty,1992,8.6,(461),"The honourable Atreides, the violent Harkonnen and the insidious Ordos fight a war for the control of Arrakis, the only planet where the valuable Spice can be found.","['Action', 'Adventure', 'Sci-Fi']"
445. Shin Megami Tensei: Nocturne,2003,8.6,(274),"Set in post-apocalyptic Tokyo, Japan, Shin Megami Tensei: Nocturne takes you to a world where nearly the entire population is annihilated by a worldwide catastrophe called the Conception. Now the fate of the entire world lies on the shoulders of one boy, who must battle his way through opposing demonic forces, master the powers of Magatama, and persuade demons to join your party. Some demons may evolve into new forms on their own or can be fused into more powerful monsters.","['Action', 'Adventure', 'Fantasy']"
446. MX 2002 featuring Ricky Carmichael,2001,8.6,(10),A motocross racing game published by THQ for PS2 and Xbox and officially endorsed by professional motocross racer Ricky Carmichael.,['Sport']
447. Oddworld: Abe's Exoddus,1998,8.6,(601),Abe returns in this sequel to rescue the Mudokon slaves from Necrum Mines.,"['Adventure', 'Fantasy', 'Sci-Fi']"
448. Super Mario 3D All-Stars,2020,8.6,(83),"A compilation game featuring Super Mario 64 (1996), Super Mario Sunshine (2002) and Super Mario Galaxy (2007).","['Adventure', 'Fantasy']"
449. Star Wars: TIE Fighter,1994,8.6,(487),"Taking on the role of a rookie Imperial pilot, the player flies various missions in a variety of campaigns as the Imperials pursue the Alliance across the galaxy.","['Action', 'Adventure', 'Sci-Fi']"
"450. Warhammer 40,000: Dawn of War - Dark Crusade",2006,8.6,(484),Choose one of seven races from the DoW universe and wage war to take over the planet Kronus.,"['Action', 'Fantasy', 'Sci-Fi']"
451. Hello Charlotte Episode 3: Childhood's End,2018,8.6,(18),Charlotte's story has ended. Charlotte's story has begun. A prologue. An epilogue. An end. A beginning.,"['Sci-Fi', 'Thriller']"
452. Emerald City Confidential,2009,8.6,(97),"Play as Petra, a cunning detective in the shadowy underbelly of the Emerald City. You'll be lured deep into mysteries involving new foes and familiar faces; Scarecrow, Lion, and Toto included. This is Oz as you've never seen it before.","['Adventure', 'Comedy', 'Fantasy']"
453. Laika: Aged Through Blood,2023,8.6,(21),"Laika: Aged Through Blood is a western-inspired motorvania set in a post-apocalyptic wasteland. Drive, jump and fight your way through the huge hand-drawn world on your trustworthy motorbike while shooting your enemies in slowmo.","['Action', 'Adventure', 'Fantasy']"
454. Final Fantasy Tactics,1997,8.6,(627),The story of a heroic squire religated to the lost pages of history.,"['Action', 'Adventure', 'Drama']"
455. Quest for Glory V: Dragon Fire,1998,8.6,(91),"Having foiled the plans of the Dark Master in Mordavia, the hero is magically summoned by a group of his longtime friends to the island realm of Silmaria (richly modeled after the culture and folklore of our own world's ancient Greece). The realm is in bad shape: the old king has very recently been brutally murdered by an unknown assassin; the coastline villages have been raided, ransacked and occupied by invading Hesperian mercenaries; wild animals and ravenous monsters roam the land and sea; and an ancient prophecy, foretelling the reawakening of a terrible dragon that had ravaged the land ages ago, arises once again. The centaur Logos, previously the late king's chief counselor and now the acting ruler of the realm, has decreed that the ancient ceremonial Rites of Rulership be opened to those who wish to contend for the kingship. Encouraged by his old friend, the noble Liontaur paladin Rakeesh, the hero enters the rites and finds himself racing to complete noble quests of bravery and honor around the realm, before they are accomplished by such other worthy contenders as Elsa von Spielburg (the Baron's daughter from QfG1); Magnum Opus, a vainglorious Roman warlord; or the brutish humanoid giant Gort. While on these quests, the hero will encounter many old friends and familiar faces, and will possibly even get the chance to rekindle the flame of an old romance. But meanwhile, in the shadows, an invisible hand aids the success of one of the contestants, and is constantly working to disqualify - or eliminate - all others. Thus, while treachery and death hide around every corner, an ancient evil is about to be unchained, the land about to be blasted once again by dragon fire...",
456. Metal Gear Solid: The Legacy Collection,2013,8.6,(63),"A compilation of Metal Gear games, released exclusively for PlayStation 3. The titles included are Metal Gear, Metal Gear 2: Solid Snake, Metal Gear Solid: Integral, Metal Gear Solid 2: Substance (HD), Metal Gear Solid 3: Subsistence (HD), Metal Gear Solid: Peace Walker (HD), Metal Gear Solid 4: Guns of the Patriots, Metal Gear Solid: Digital Graphic Novel, and Metal Gear Solid 2: Digital Graphic Novel.",
457. Black Sails - The Ghost Ship,2010,8.6,(94),"In 1884, Anna and Lex survive a shipwreck and soon find themselves on a mysterious sailing boat where they encounter its unsettling past.",['Adventure']
458. StarLancer,2000,8.6,(68),"Playing as the latest faceless nameless volunteered member of the Tiger squadron, help the losing Western Alliance push back the overwhelming forces of traitorous Eastern Coalition based near Jupiter, as well as space pirates.","['Action', 'Adventure', 'Sci-Fi']"
459. Nancy Drew: Curse of Blackmoor Manor,2004,8.6,(130),Teen detective Nancy Drew is invited to an old manor in England to figure out why the woman living there has been acting strangely.,"['Adventure', 'Mystery']"
460. I Expect You to Die 3: Cog in the Machine,2023,8.6,(12),,['Action']
461. Soul Land Reloaded,2021,8.6,(27),,['Action']
462. The Journeyman Project 2: Buried in Time,1995,8.6,(57),"Gage Blackwood is framed for messing with the timeline, so he goes back in time to find the real culprit. Artificial intelligence called Arthur joins him. Meanwhile, the aliens ask Earth to end its monopoly on time travel technology.","['Adventure', 'Sci-Fi']"
463. Lands of Lore: The Throne of Chaos,1994,8.6,(149),"Scotia, the evil sorceress, has found after many years of search the Stone of Truth whose powers will make her the ruler of the whole world if you, as the bravest warrior in your kingdom, can't stop her.","['Adventure', 'Fantasy']"
464. Finding Paradise,2017,8.6,(246),"Dr. Eva Rosalene and Dr. Neil Watts, employees of the Sigmund Agency of Life Generation, is tasked to artificially fulfill the last wish of the passing Colin Reeds by implementing changes in the patient's memories. But things are not as simple as they seem in this patient's case.","['Adventure', 'Drama', 'Sci-Fi']"
465. ESPN NFL 2K5,2004,8.6,(158),,"['Action', 'Sport']"
466. Nickelodeon 3D Movie Maker,1996,8.6,(36),,['Family']
467. Wizardry: Tale of the Forsaken Land,2001,8.6,(106),"Our story takes place in the peaceful kingdom of Duhan, until one day a sphere of light from the heavens shatters the evening sky. Thousands are killed and the kingdom is in ruins. Demonic creatures from the underworld have emerged and the Queen of Duhan has disappeared into the labyrinths beneath the castle. The labyrinths are said to hold the greatest treasures in the land but will you survive long enough to enjoy them?","['Action', 'Fantasy']"
468. Contra Anniversary Collection,2019,8.6,(6),The Contra Anniversary Collection brings this classic Run and Gun franchise back to modern platforms and a new generation of players.,['Action']
469. Super Mario World: Super Mario Advance 2,2001,8.6,(84),"Remake of ""Super Mario World (1990)"" in which Mario and Luigi team up with Yoshi to rescue Peach from the clutches of Bowser on Dinosaur Island. Also includes a remake of ""Mario Bros. (1983)"".","['Action', 'Adventure', 'Fantasy']"
470. Perfect Gold: The Alchemy of Happiness,2021,8.6,(5),Heiress and alchemy student Audrey Clary and rebellious elemental magic student Marion LaRue get a second chance at friendship--and love--when the estranged friends escape detention at LeFay Academy to explore the delights of Castlecoast's Sunflower Festival.,['Romance']
471. NCAA Football 14,2013,8.6,(131),Choose your favorite college football team and play as them to build a dynasty or create a player and make your way through high school and then college.,['Sport']
472. Beyblade: Metal Fusion,2010,8.6,(23),,
473. Kikoriki: Round Company,2004,8.6,(6),"Communicating with round cute characters and performing fun and exciting tasks, preschoolers get acquainted with the basic concepts, colors, shapes and sizes.","['Adventure', 'Family', 'Fantasy']"
474. Star Wars Pinball,2013,8.6,(92),"Zen Pinball features hit tables based on some of the biggest brands in entertainment, including Marvel Comics, Star Wars, ALIEN, The Walking Dead and more, Zen Pinball is your go-to place for all of your pinball cravings.",['Sci-Fi']
475. Turrican II: The Final Fight,1991,8.6,(89),"Action-packed sequel featuring more platforming, sci-fi mayhem.","['Action', 'Adventure', 'Sci-Fi']"
476. Hype: The Time Quest,1999,8.6,(62),A young knight named Hype must find a way to travel through time to return to his own era and defeat the evil Black Knight.,"['Adventure', 'Drama', 'Fantasy']"
477. Rusty Lake: Roots,2016,8.6,(57),James Vanderboom's life drastically changes when he plants a special seed in the garden of the house he has inherited.,['Mystery']
